C26.017;Abdominal Injuries;D000007
C13.351;Menopause, Premature;D008594
C13.351;Menorrhagia;D008595
C10.597;Intellectual Disability;D008607
C25.723;Mercury Poisoning;D008630
C04.557;Mesenchymoma;D008637
C04.182;Mesenteric Cyst;D008639
C06.844;Mesenteric Cyst;D008639
C06.844;Mesenteric Lymphadenitis;D008640
C15.604;Mesenteric Lymphadenitis;D008640
C06.405;Mesenteric Vascular Occlusion;D008641
C06.844;Mesenteric Vascular Occlusion;D008641
C14.907;Mesenteric Vascular Occlusion;D008641
C07.465;Mesial Movement of Teeth;D008644
C04.557;Mesonephroma;D008649
C04.557;Mesothelioma;D008654
C18.452;Metabolic Diseases;D008659
C16.320;Metabolism, Inborn Errors;D008661
C18.452;Metabolism, Inborn Errors;D008661
C16.320;Metal Metabolism, Inborn Errors;D008664
C18.452;Metal Metabolism, Inborn Errors;D008664
C15.378;Methemoglobinemia;D008708
C13.351;Metrorrhagia;D008796
C05.660;Microcephaly;D008831
C10.500;Microcephaly;D008831
C16.131;Microcephaly;D008831
C05.500;Micrognathism;D008844
C05.660;Micrognathism;D008844
C07.320;Micrognathism;D008844
C07.650;Micrognathism;D008844
C16.131;Micrognathism;D008844
C11.250;Microphthalmos;D008850
C16.131;Microphthalmos;D008850
C07.465;Microstomia;D008865
C07.650;Microstomia;D008865
C16.131;Microstomia;D008865
C08.381;Middle Lobe Syndrome;D008878
C10.228;Migraine Disorders;D008881
C07.465;Mikulicz' Disease;D008882
C17.800;Miliaria;D008883
C03.858;Mite Infestations;D008924
C14.280;Mitral Valve Insufficiency;D008944
C14.280;Mitral Valve Prolapse;D008945
C14.280;Mitral Valve Stenosis;D008946
C17.300;Mixed Connective Tissue Disease;D008947
C04.557;Adenoma, Pleomorphic;D008949
C02.256;Molluscum Contagiosum;D008976
C02.825;Molluscum Contagiosum;D008976
C17.800;Molluscum Contagiosum;D008976
C03.335;Monieziasis;D008989
C03.701;Monieziasis;D008989
C15.378;Monoclonal Gammopathy of Undetermined Significance;D008998
C20.683;Monoclonal Gammopathy of Undetermined Significance;D008998
C16.131;Abnormalities, Severe Teratoid;D009008
C26.404;Monteggia's Fracture;D009011
C25.675;Morphine Dependence;D009021
C07.793;Fluorosis, Dental;D009050
C07.465;Mouth Abnormalities;D009056
C07.650;Mouth Abnormalities;D009056
C16.131;Mouth Abnormalities;D009056
C08.618;Mouth Breathing;D009058
C07.465;Mouth Diseases;D009059
C04.588;Mouth Neoplasms;D009062
C07.465;Mouth Neoplasms;D009062
C07.465;Mouth, Edentulous;D009066
C07.793;Mouth, Edentulous;D009066
C10.228;Movement Disorders;D009069
C10.228;Moyamoya Disease;D009072
C14.907;Moyamoya Disease;D009072
C04.182;Mucocele;D009078
C14.907;Mucocutaneous Lymph Node Syndrome;D009080
C15.604;Mucocutaneous Lymph Node Syndrome;D009080
C17.800;Mucocutaneous Lymph Node Syndrome;D009080
C05.116;Mucolipidoses;D009081
C10.228;Mucolipidoses;D009081
C16.320;Mucolipidoses;D009081
C18.452;Mucolipidoses;D009081
C16.320;Mucopolysaccharidoses;D009083
C17.300;Mucopolysaccharidoses;D009083
C18.452;Mucopolysaccharidoses;D009083
C16.320;Mucopolysaccharidosis III;D009084
C17.300;Mucopolysaccharidosis III;D009084
C18.452;Mucopolysaccharidosis III;D009084
C16.320;Mucopolysaccharidosis IV;D009085
C17.300;Mucopolysaccharidosis IV;D009085
C18.452;Mucopolysaccharidosis IV;D009085
C16.320;Mucopolysaccharidosis VI;D009087
C17.300;Mucopolysaccharidosis VI;D009087
C18.452;Mucopolysaccharidosis VI;D009087
C01.703;Mucormycosis;D009091
C16.320;Multiple Carboxylase Deficiency;D009100
C18.452;Multiple Carboxylase Deficiency;D009100
C04.557;Multiple Myeloma;D009101
C14.907;Multiple Myeloma;D009101
C15.378;Multiple Myeloma;D009101
C20.683;Multiple Myeloma;D009101
C10.114;Multiple Sclerosis;D009103
C10.314;Multiple Sclerosis;D009103
C20.111;Multiple Sclerosis;D009103
C26.640;Multiple Trauma;D009104
C02.782;Mumps;D009107
C07.465;Mumps;D009107
C05.651;Muscle Cramp;D009120
C10.597;Muscle Cramp;D009120
C10.597;Muscle Hypertonia;D009122
C10.597;Muscle Hypotonia;D009123
C05.651;Muscle Rigidity;D009127
C10.597;Muscle Rigidity;D009127
C05.651;Muscle Spasticity;D009128
C10.597;Muscle Spasticity;D009128
C10.597;Muscular Atrophy;D009133
C10.228;Muscular Atrophy, Spinal;D009134
C10.574;Muscular Atrophy, Spinal;D009134
C10.668;Muscular Atrophy, Spinal;D009134
C05.651;Muscular Diseases;D009135
C10.668;Muscular Diseases;D009135
C05.651;Muscular Dystrophies;D009136
C10.668;Muscular Dystrophies;D009136
C16.320;Muscular Dystrophies;D009136
C05.660;Musculoskeletal Abnormalities;D009139
C16.131;Musculoskeletal Abnormalities;D009139
C25.723;Mushroom Poisoning;D009145
C10.597;Mutism;D009155
C10.114;Myasthenia Gravis;D009157
C10.668;Myasthenia Gravis;D009157
C20.111;Myasthenia Gravis;D009157
C01.252;Mycobacterium Infections;D009164
C01.252;Mycobacterium Infections, Nontuberculous;D009165
C01.252;Mycoplasma Infections;D009175
C01.252;Mycoplasmatales Infections;D009180
C01.703;Mycoses;D009181
C04.557;Mycosis Fungoides;D009182
C15.604;Mycosis Fungoides;D009182
C20.683;Mycosis Fungoides;D009182
C02.182;Myelitis;D009187
C10.228;Myelitis;D009187
C04.588;Myelitis, Transverse;D009188
C04.730;Myelitis, Transverse;D009188
C10.114;Myelitis, Transverse;D009188
C10.228;Myelitis, Transverse;D009188
C10.314;Myelitis, Transverse;D009188
C10.574;Myelitis, Transverse;D009188
C20.111;Myelitis, Transverse;D009188
C15.378;Myelodysplastic Syndromes;D009190
C15.378;Myeloproliferative Disorders;D009196
C03.858;Myiasis;D009198
C14.280;Cardiomyopathies;D009202
C14.280;Myocardial Infarction;D009203
C14.907;Myocardial Infarction;D009203
C14.280;Myocarditis;D009205
C10.597;Myoclonus;D009207
C04.557;Myoepithelioma;D009208
C05.651;Myofascial Pain Syndromes;D009209
C05.651;Myoglobinuria;D009212
C04.557;Myoma;D009214
C11.744;Myopia;D009216
C04.557;Myosarcoma;D009217
C05.651;Myositis;D009220
C10.668;Myositis;D009220
C05.651;Myositis Ossificans;D009221
C10.597;Myotonia;D009222
C05.651;Myotonic Dystrophy;D009223
C10.574;Myotonic Dystrophy;D009223
C10.668;Myotonic Dystrophy;D009223
C16.320;Myotonic Dystrophy;D009223
C05.651;Myotonia Congenita;D009224
C10.574;Myotonia Congenita;D009224
C10.668;Myotonia Congenita;D009224
C16.320;Myotonia Congenita;D009224
C17.300;Myxedema;D009230
C19.874;Myxedema;D009230
C04.557;Myxoma;D009232
C02.256;Myxomatosis, Infectious;D009234
C04.557;Myxosarcoma;D009236
C17.800;Nail Diseases;D009260
C05.550;Nail-Patella Syndrome;D009261
C16.131;Nail-Patella Syndrome;D009261
C16.320;Nail-Patella Syndrome;D009261
C17.800;Nail-Patella Syndrome;D009261
C17.800;Nails, Ingrown;D009263
C02.081;Nairobi Sheep Disease;D009265
C02.782;Nairobi Sheep Disease;D009265
C10.886;Narcolepsy;D009290
C25.675;Opioid-Related Disorders;D009293
C08.460;Nasal Polyps;D009298
C09.603;Nasal Polyps;D009298
C07.550;Nasopharyngeal Diseases;D009302
C09.775;Nasopharyngeal Diseases;D009302
C04.588;Nasopharyngeal Neoplasms;D009303
C07.550;Nasopharyngeal Neoplasms;D009303
C09.647;Nasopharyngeal Neoplasms;D009303
C09.775;Nasopharyngeal Neoplasms;D009303
C07.550;Nasopharyngitis;D009304
C08.730;Nasopharyngitis;D009304
C09.775;Nasopharyngitis;D009304
C03.335;Necatoriasis;D009332
C17.300;Necrobiosis Lipoidica;D009335
C17.800;Necrobiosis Lipoidica;D009335
C18.452;Necrobiosis Lipoidica;D009335
C04.588;Nelson Syndrome;D009347
C10.228;Nelson Syndrome;D009347
C19.344;Nelson Syndrome;D009347
C19.700;Nelson Syndrome;D009347
C03.335;Nematode Infections;D009349
C16.614;Neonatal Abstinence Syndrome;D009357
C25.650;Neonatal Abstinence Syndrome;D009357
C04.697;Neoplastic Cells, Circulating;D009360
C04.697;Neoplasm Invasiveness;D009361
C04.697;Neoplasm Metastasis;D009362
C04.697;Neoplasm Recurrence, Local;D009364
C04.697;Neoplasm Regression, Spontaneous;D009365
C04.697;Neoplasm Seeding;D009366
C04.557;Neoplasms by Histologic Type;D009370
C04.588;Neoplasms by Site;D009371
C04.557;Neoplasms, Connective Tissue;D009372
C17.300;Neoplasms, Connective Tissue;D009372
C04.557;Neoplasms, Germ Cell and Embryonal;D009373
C04.619;Neoplasms, Experimental;D009374
C04.557;Neoplasms, Glandular and Epithelial;D009375
C04.626;Neoplasms, Hormone-Dependent;D009376
C04.588;Multiple Endocrine Neoplasia;D009377
C04.651;Multiple Endocrine Neoplasia;D009377
C04.700;Multiple Endocrine Neoplasia;D009377
C16.320;Multiple Endocrine Neoplasia;D009377
C19.344;Multiple Endocrine Neoplasia;D009377
C04.651;Neoplasms, Multiple Primary;D009378
C04.557;Neoplasms, Muscle Tissue;D009379
C04.557;Neoplasms, Nerve Tissue;D009380
C04.682;Neoplasms, Radiation-Induced;D009381
C26.733;Neoplasms, Radiation-Induced;D009381
C04.697;Neoplasms, Unknown Primary;D009382
C04.557;Neoplasms, Vascular Tissue;D009383
C04.588;Paraneoplastic Endocrine Syndromes;D009384
C04.730;Paraneoplastic Endocrine Syndromes;D009384
C19.344;Paraneoplastic Endocrine Syndromes;D009384
C04.697;Neoplastic Processes;D009385
C04.700;Neoplastic Syndromes, Hereditary;D009386
C16.320;Neoplastic Syndromes, Hereditary;D009386
C12.777;Nephritis;D009393
C13.351;Nephritis;D009393
C12.706;Nephritis, Hereditary;D009394
C12.777;Nephritis, Hereditary;D009394
C13.351;Nephritis, Hereditary;D009394
C16.131;Nephritis, Hereditary;D009394
C17.300;Nephritis, Hereditary;D009394
C12.777;Nephritis, Interstitial;D009395
C13.351;Nephritis, Interstitial;D009395
C04.557;Wilms Tumor;D009396
C04.588;Wilms Tumor;D009396
C04.700;Wilms Tumor;D009396
C12.758;Wilms Tumor;D009396
C12.777;Wilms Tumor;D009396
C13.351;Wilms Tumor;D009396
C16.320;Wilms Tumor;D009396
C12.777;Nephrocalcinosis;D009397
C13.351;Nephrocalcinosis;D009397
C18.452;Nephrocalcinosis;D009397
C12.777;Nephrosclerosis;D009400
C13.351;Nephrosclerosis;D009400
C12.777;Nephrosis;D009401
C13.351;Nephrosis;D009401
C12.777;Nephrosis, Lipoid;D009402
C13.351;Nephrosis, Lipoid;D009402
C12.777;Nephrotic Syndrome;D009404
C13.351;Nephrotic Syndrome;D009404
C10.668;Nerve Compression Syndromes;D009408
C10.500;Nervous System Malformations;D009421
C16.131;Nervous System Malformations;D009421
C04.588;Nervous System Neoplasms;D009423
C10.551;Nervous System Neoplasms;D009423
C10.500;Neural Tube Defects;D009436
C16.131;Neural Tube Defects;D009436
C10.597;Neuralgia;D009437
C10.668;Neuralgia;D009437
C04.557;Neurilemmoma;D009442
C10.551;Neurilemmoma;D009442
C10.668;Neurilemmoma;D009442
C10.668;Neuritis;D009443
C10.114;Neuritis, Autoimmune, Experimental;D009444
C10.668;Neuritis, Autoimmune, Experimental;D009444
C20.111;Neuritis, Autoimmune, Experimental;D009444
C04.557;Neuroblastoma;D009447
C17.800;Neurodermatitis;D009450
C04.557;Neurofibroma;D009455
C10.551;Neurofibroma;D009455
C10.668;Neurofibroma;D009455
C04.557;Neurofibromatosis 1;D009456
C04.700;Neurofibromatosis 1;D009456
C10.562;Neurofibromatosis 1;D009456
C10.574;Neurofibromatosis 1;D009456
C10.668;Neurofibromatosis 1;D009456
C16.320;Neurofibromatosis 1;D009456
C10.228;Neuroleptic Malignant Syndrome;D009459
C10.720;Neuroleptic Malignant Syndrome;D009459
C25.723;Neuroleptic Malignant Syndrome;D009459
C10.597;Neurologic Manifestations;D009461
C04.557;Neuroma;D009463
C04.557;Neuroma, Acoustic;D009464
C04.588;Neuroma, Acoustic;D009464
C09.218;Neuroma, Acoustic;D009464
C09.647;Neuroma, Acoustic;D009464
C10.292;Neuroma, Acoustic;D009464
C10.668;Neuromuscular Diseases;D009468
C10.114;Neuromyelitis Optica;D009471
C10.292;Neuromyelitis Optica;D009471
C10.314;Neuromyelitis Optica;D009471
C11.640;Neuromyelitis Optica;D009471
C20.111;Neuromyelitis Optica;D009471
C10.574;Neuronal Ceroid-Lipofuscinoses;D009472
C16.320;Neuronal Ceroid-Lipofuscinoses;D009472
C18.452;Neuronal Ceroid-Lipofuscinoses;D009472
C10.114;Hereditary Sensory and Autonomic Neuropathies;D009477
C10.314;Hereditary Sensory and Autonomic Neuropathies;D009477
C10.500;Hereditary Sensory and Autonomic Neuropathies;D009477
C10.574;Hereditary Sensory and Autonomic Neuropathies;D009477
C10.668;Hereditary Sensory and Autonomic Neuropathies;D009477
C16.131;Hereditary Sensory and Autonomic Neuropathies;D009477
C16.320;Hereditary Sensory and Autonomic Neuropathies;D009477
C20.111;Hereditary Sensory and Autonomic Neuropathies;D009477
C01.252;Neurosyphilis;D009494
C10.228;Neurosyphilis;D009494
C15.378;Neutropenia;D009503
C04.557;Nevus;D009506
C04.557;Nevus of Ota;D009507
C04.557;Nevus, Pigmented;D009508
C02.782;Newcastle Disease;D009521
C10.228;Niemann-Pick Diseases;D009542
C15.604;Niemann-Pick Diseases;D009542
C16.320;Niemann-Pick Diseases;D009542
C18.452;Niemann-Pick Diseases;D009542
C01.252;Nocardia Infections;D009617
C07.465;Noma;D009625
C04.182;Nonodontogenic Cysts;D009631
C05.500;Nonodontogenic Cysts;D009631
C07.320;Nonodontogenic Cysts;D009631
C05.660;Noonan Syndrome;D009634
C14.240;Noonan Syndrome;D009634
C14.280;Noonan Syndrome;D009634
C16.131;Noonan Syndrome;D009634
C17.300;Noonan Syndrome;D009634
C08.460;Nose Deformities, Acquired;D009667
C09.603;Nose Deformities, Acquired;D009667
C08.460;Nose Diseases;D009668
C09.603;Nose Diseases;D009668
C04.588;Nose Neoplasms;D009669
C05.116;Nose Neoplasms;D009669
C08.460;Nose Neoplasms;D009669
C08.785;Nose Neoplasms;D009669
C09.603;Nose Neoplasms;D009669
C09.647;Nose Neoplasms;D009669
C18.654;Nutrition Disorders;D009748
C11.966;Night Blindness;D009755
C10.292;Nystagmus, Pathologic;D009759
C11.590;Nystagmus, Pathologic;D009759
C18.654;Obesity;D009765
C18.654;Obesity, Morbid;D009767
C17.800;Dermatitis, Occupational;D009783
C24.270;Dermatitis, Occupational;D009783
C11.525;Ocular Hypertension;D009798
C10.228;Oculocerebrorenal Syndrome;D009800
C12.777;Oculocerebrorenal Syndrome;D009800
C13.351;Oculocerebrorenal Syndrome;D009800
C16.131;Oculocerebrorenal Syndrome;D009800
C16.320;Oculocerebrorenal Syndrome;D009800
C18.452;Oculocerebrorenal Syndrome;D009800
C04.182;Odontogenic Cysts;D009807
C05.500;Odontogenic Cysts;D009807
C07.320;Odontogenic Cysts;D009807
C04.557;Odontogenic Tumors;D009808
C04.557;Odontoma;D009810
C03.335;Oesophagostomiasis;D009814
C04.557;Oligodendroglioma;D009837
C12.294;Oligospermia;D009845
C12.777;Oliguria;D009846
C13.351;Oliguria;D009846
C10.228;Olivopontocerebellar Atrophies;D009849
C10.574;Olivopontocerebellar Atrophies;D009849
C16.320;Olivopontocerebellar Atrophies;D009849
C03.335;Onchocerciasis;D009855
C03.858;Onchocerciasis;D009855
C17.800;Onchocerciasis;D009855
C13.351;Oophoritis;D009869
C19.391;Oophoritis;D009869
C01.539;Endophthalmitis;D009877
C11.294;Endophthalmitis;D009877
C01.252;Ophthalmia Neonatorum;D009878
C01.539;Ophthalmia Neonatorum;D009878
C11.187;Ophthalmia Neonatorum;D009878
C11.294;Ophthalmia Neonatorum;D009878
C16.614;Ophthalmia Neonatorum;D009878
C11.941;Ophthalmia, Sympathetic;D009879
C20.111;Ophthalmia, Sympathetic;D009879
C10.292;Ophthalmoplegia;D009886
C10.597;Ophthalmoplegia;D009886
C11.590;Ophthalmoplegia;D009886
C03.335;Opisthorchiasis;D009889
C01.539;Opportunistic Infections;D009894
C02.597;Opportunistic Infections;D009894
C03.684;Opportunistic Infections;D009894
C10.292;Optic Atrophy;D009896
C11.640;Optic Atrophy;D009896
C10.292;Optic Nerve Diseases;D009901
C11.640;Optic Nerve Diseases;D009901
C10.292;Optic Neuritis;D009902
C11.640;Optic Neuritis;D009902
C07.465;Oral Manifestations;D009912
C07.465;Oral Submucous Fibrosis;D009914
C11.675;Orbital Diseases;D009916
C26.260;Orbital Fractures;D009917
C26.404;Orbital Fractures;D009917
C04.588;Orbital Neoplasms;D009918
C05.116;Orbital Neoplasms;D009918
C11.319;Orbital Neoplasms;D009918
C11.675;Orbital Neoplasms;D009918
C12.294;Orchitis;D009920
C19.391;Orchitis;D009920
C01.252;Psittacosis;D009956
C07.465;Oroantral Fistula;D009957
C05.116;Orofaciodigital Syndromes;D009958
C05.660;Orofaciodigital Syndromes;D009958
C16.131;Orofaciodigital Syndromes;D009958
C16.320;Orofaciodigital Syndromes;D009958
C04.588;Oropharyngeal Neoplasms;D009959
C07.550;Oropharyngeal Neoplasms;D009959
C09.647;Oropharyngeal Neoplasms;D009959
C09.775;Oropharyngeal Neoplasms;D009959
C02.782;Orthomyxoviridae Infections;D009976
C01.539;Osteitis;D010000
C05.116;Osteitis;D010000
C05.116;Osteitis Deformans;D010001
C05.116;Osteitis Fibrosa Cystica;D010002
C05.550;Osteoarthritis;D010003
C05.799;Osteoarthritis;D010003
C05.116;Osteoarthropathy, Primary Hypertrophic;D010004
C05.550;Osteoarthropathy, Primary Hypertrophic;D010004
C05.116;Osteoarthropathy, Secondary Hypertrophic;D010005
C05.550;Osteoarthropathy, Secondary Hypertrophic;D010005
C05.116;Osteochondritis;D010007
C05.182;Osteochondritis;D010007
C17.300;Osteochondritis;D010007
C05.116;Osteochondritis Dissecans;D010008
C05.116;Osteochondrodysplasias;D010009
C05.116;Osteogenesis Imperfecta;D010013
C16.320;Osteogenesis Imperfecta;D010013
C17.300;Osteogenesis Imperfecta;D010013
C05.116;Osteolysis;D010014
C05.116;Osteolysis, Essential;D010015
C04.557;Osteoma;D010016
C04.557;Osteoma, Osteoid;D010017
C05.116;Osteomalacia;D010018
C18.452;Osteomalacia;D010018
C18.654;Osteomalacia;D010018
C01.539;Osteomyelitis;D010019
C05.116;Osteomyelitis;D010019
C05.116;Osteonecrosis;D010020
C05.116;Osteopetrosis;D010022
C05.116;Osteopoikilosis;D010023
C17.300;Osteopoikilosis;D010023
C05.116;Osteoporosis;D010024
C26.733;Osteoradionecrosis;D010025
C05.116;Osteosclerosis;D010026
C03.335;Ostertagiasis;D010029
C09.218;Otitis;D010031
C09.218;Otitis Externa;D010032
C09.218;Otitis Media;D010033
C09.218;Otitis Media with Effusion;D010034
C01.539;Otitis Media, Suppurative;D010035
C09.218;Otitis Media, Suppurative;D010035
C04.588;Otorhinolaryngologic Neoplasms;D010039
C09.647;Otorhinolaryngologic Neoplasms;D010039
C09.218;Otosclerosis;D010040
C04.182;Ovarian Cysts;D010048
C13.351;Ovarian Cysts;D010048
C19.391;Ovarian Cysts;D010048
C13.351;Ovarian Diseases;D010049
C19.391;Ovarian Diseases;D010049
C04.588;Ovarian Neoplasms;D010051
C13.351;Ovarian Neoplasms;D010051
C19.344;Ovarian Neoplasms;D010051
C19.391;Ovarian Neoplasms;D010051
C03.335;Oxyuriasis;D010123
C04.557;Paget's Disease, Mammary;D010144
C04.557;Paget Disease, Extramammary;D010145
C10.597;Pain;D010146
C10.597;Pain, Intractable;D010148
C04.588;Palatal Neoplasms;D010157
C05.116;Palatal Neoplasms;D010157
C05.500;Palatal Neoplasms;D010157
C07.320;Palatal Neoplasms;D010157
C07.465;Palatal Neoplasms;D010157
C04.588;Pancoast Syndrome;D010178
C08.381;Pancoast Syndrome;D010178
C08.785;Pancoast Syndrome;D010178
C04.182;Pancreatic Cyst;D010181
C06.689;Pancreatic Cyst;D010181
C06.689;Pancreatic Diseases;D010182
C06.267;Pancreatic Fistula;D010185
C06.689;Pancreatic Fistula;D010185
C06.689;Exocrine Pancreatic Insufficiency;D010188
C04.588;Pancreatic Neoplasms;D010190
C06.301;Pancreatic Neoplasms;D010190
C06.689;Pancreatic Neoplasms;D010190
C19.344;Pancreatic Neoplasms;D010190
C04.182;Pancreatic Pseudocyst;D010192
C06.689;Pancreatic Pseudocyst;D010192
C06.689;Pancreatitis;D010195
C15.378;Pancytopenia;D010198
C17.300;Panniculitis, Nodular Nonsuppurative;D010201
C17.800;Panniculitis, Nodular Nonsuppurative;D010201
C01.252;Panophthalmitis;D010202
C01.539;Panophthalmitis;D010202
C01.703;Panophthalmitis;D010202
C11.294;Panophthalmitis;D010202
C11.941;Panophthalmitis;D010202
C10.292;Papilledema;D010211
C11.640;Papilledema;D010211
C04.557;Papilloma;D010212
C16.320;Papillon-Lefevre Disease;D010214
C17.800;Papillon-Lefevre Disease;D010214
C02.081;Phlebotomus Fever;D010217
C02.782;Phlebotomus Fever;D010217
C01.539;Paracoccidioidomycosis;D010229
C01.703;Paracoccidioidomycosis;D010229
C17.800;Paracoccidioidomycosis;D010229
C04.557;Paraganglioma;D010235
C04.557;Paraganglioma, Extra-Adrenal;D010236
C03.335;Paragonimiasis;D010237
C17.800;Parakeratosis;D010241
C10.597;Paralysis;D010243
C10.574;Bulbar Palsy, Progressive;D010244
C10.668;Bulbar Palsy, Progressive;D010244
C05.651;Paralyses, Familial Periodic;D010245
C10.668;Paralyses, Familial Periodic;D010245
C16.320;Paralyses, Familial Periodic;D010245
C18.452;Paralyses, Familial Periodic;D010245
C16.614;Paralysis, Obstetric;D010246
C26.141;Paralysis, Obstetric;D010246
C13.351;Parametritis;D010249
C02.782;Respirovirus Infections;D010253
C08.460;Paranasal Sinus Diseases;D010254
C09.603;Paranasal Sinus Diseases;D010254
C04.588;Paranasal Sinus Neoplasms;D010255
C08.460;Paranasal Sinus Neoplasms;D010255
C08.785;Paranasal Sinus Neoplasms;D010255
C09.603;Paranasal Sinus Neoplasms;D010255
C09.647;Paranasal Sinus Neoplasms;D010255
C04.730;Paraneoplastic Syndromes;D010257
C12.294;Paraphimosis;D010263
C10.597;Paraplegia;D010264
C15.378;Paraproteinemias;D010265
C20.683;Paraproteinemias;D010265
C17.800;Parapsoriasis;D010267
C03.701;Parasitic Diseases, Animal;D010273
C19.642;Parathyroid Diseases;D010279
C04.588;Parathyroid Neoplasms;D010282
C19.344;Parathyroid Neoplasms;D010282
C19.642;Parathyroid Neoplasms;D010282
C01.252;Paratuberculosis;D010283
C01.252;Paratyphoid Fever;D010284
C10.597;Paresis;D010291
C10.597;Paresthesia;D010292
C10.228;Parkinson Disease;D010300
C10.574;Parkinson Disease;D010300
C10.228;Parkinson Disease, Postencephalitic;D010301
